address,code,Latitude,Longitude
Санкт-Петербург ул Марата 32ки,Арка: 2461* ,59.79996,30.515255
Санкт-Петербург ул Марата 32ки п2,Код: 2461*,59.79996,30.515255
Санкт-Петербург ул Марата 33,Код: #4230,59.926163,30.351154
Санкт-Петербург ул Марата 33 п1,Код: 40в197 #4230 40#197 #4230,59.926163,30.351154
Санкт-Петербург ул Марата 33 п2,Код: 40в197,59.926163,30.351154
Санкт-Петербург ул Марата 33 п6,Код: #4230,59.926163,30.351154
Санкт-Петербург ул Марата 33 п8,Код: #4230 #4230,59.926163,30.351154
Санкт-Петербург ул Марата 36-38,Код: 3842 в123вв,59.925484,30.35289
Санкт-Петербург ул Марата 36-38 п2,Код: 4318в,59.925484,30.35289
Санкт-Петербург ул Марата 37б п1,Арка: 2009вв Код: 27вв,59.79996,30.515255
Санкт-Петербург ул Марата 39 п1,Код: #423,59.925292,30.351124
Санкт-Петербург ул Марата 39 п2,Код: #423,59.925292,30.351124
Санкт-Петербург ул Марата 4,Арка: *2014# ,59.800857,30.51559
Санкт-Петербург ул Марата 4 п2,Арка: *2014# ,59.800857,30.51559
Санкт-Петербург ул Марата 4 п3,Арка: 2014# ,59.800857,30.51559
Санкт-Петербург ул Марата 43 п1 справа во дворе,Код: *#2011,59.92486,30.350856
Санкт-Петербург ул Марата 46ки п1,Код: 2612в 2808,59.79996,30.515255
Санкт-Петербург ул Марата 48 п1,Код: 178,59.924087,30.351081
Санкт-Петербург ул Марата 50ке п5,Арка: 0703# Код: 468,59.79996,30.515255
Санкт-Петербург ул Марата 50ки п5,Арка: 0703# Код: 468,59.79996,30.515255
Санкт-Петербург ул Марата 56,Арка: 0898 Код: 2009 вв4,59.921993,30.34942
Санкт-Петербург ул Марата 56-58,Код: *#423 0898,59.921993,30.34942
Санкт-Петербург ул Марата 57,Код: #8965,59.92245,30.347106
Санкт-Петербург ул Марата 57 п1,Код: 12в345 12#345,59.92245,30.347106
Санкт-Петербург ул Марата 59,Код: #8965,59.922269,30.347141
Санкт-Петербург ул Марата 59 п1,Код: #8965 2010в #2010 #8965,59.922269,30.347141
Санкт-Петербург ул Марата 61,Код: 4554,59.922082,30.346548
Санкт-Петербург ул Марата 61 п6,Код: 4554,59.922082,30.346548
Санкт-Петербург ул Марата 62,Код: 3112в,59.92164,30.346954
Санкт-Петербург ул Марата 62 п1,Код: 2007в,59.92164,30.346954
Санкт-Петербург ул Марата 70А-70Б п1,Код: #764,59.79996,30.515255
Санкт-Петербург ул Марата 72,Код: #987 35*3535,59.920155,30.343347
Санкт-Петербург ул Марата 72 п1,Код: *19*2004 2*1951,59.920155,30.343347
Санкт-Петербург ул Марата 72 п35,Арка: *3535 Код: 35*3535 18#987,59.920155,30.343347
Санкт-Петербург ул Марата 72 п6,Код: 16*1600,59.920155,30.343347
Санкт-Петербург ул Марата 72 п7,Код: 6*7171,59.920155,30.343347
Санкт-Петербург ул Марата 74 п3,Арка: 6947вв ,59.92017,30.342702
Санкт-Петербург ул Марата 75,Код: 33,59.920847,30.341824
Санкт-Петербург ул Марата 75ки п3,Код: 075,59.79996,30.515255
Санкт-Петербург ул Марата 77,Код: 0898в,59.920651,30.340872
Санкт-Петербург ул Марата 77 п1,Код: 17в357,59.920651,30.340872
Санкт-Петербург ул Марата 77 п2,Код: 24в321,59.920651,30.340872
Санкт-Петербург ул Марата 78,Код: #1854,59.919771,30.342083
Санкт-Петербург ул Марата 8,Арка: #1603в ,59.800281,30.514888
Санкт-Петербург ул Марата 8 п1,Код: 22в103,59.800281,30.514888
Санкт-Петербург ул Марата 8 п2,Арка: #1603 Код: 22в103,59.800281,30.514888
Санкт-Петербург ул Марата 80,Арка: #1854 Код: 2007,59.919872,30.34183
Санкт-Петербург ул Марата 80 п4,Код: 2007,59.919872,30.34183
Санкт-Петербург ул Марата 9,Код: #423,59.929942,30.354078
Санкт-Петербург ул Марата 9 п1,Код: #42,59.929942,30.354078
Санкт-Петербург ул Марата 9 п3,Код: *753# 25в,59.929942,30.354078
Санкт-Петербург ул Маринеско 3,Код: #423,59.869428,30.264602
Санкт-Петербург ул Маринеско 7,Код: #315,59.868004,30.2647
Санкт-Петербург ул Маринеско 7а,Код: #315,59.868992,30.265626
Санкт-Петербург ул Маринеско 7а п1,Код: #315,59.868992,30.265626
Санкт-Петербург ул Маринеско 7ер,Код: #315,59.868992,30.265626
Санкт-Петербург ул Маринеско 8 п1,Код: 9*,59.869018,30.266144
Санкт-Петербург ул Маринеско 8 п3,Код: #8260,59.869018,30.266144
Санкт-Петербург ул Маркина 4 п3,Код: 348,59.95657,30.306083
Санкт-Петербург ул Маркина 7,Арка: *4563# Код: 4563#,59.957,30.305998
Санкт-Петербург ул Маркина 7 п1,Код: 567в890,59.957,30.305998
Санкт-Петербург ул Маркина 7 п8,Арка: *4563# ,59.957,30.305998
Санкт-Петербург ул Маршала Говорова 15 п3,Код: в100в7273,59.879444,30.268395
Санкт-Петербург ул Маршала Говорова 28 п2,Код: #4230вв,59.888373,30.276197
Санкт-Петербург ул Маршала Говорова 39,Арка: 22в11 ,59.894904,30.28551
Санкт-Петербург ул Маршала Говорова 8,Код: #3917в #3917,59.877008,30.263244
Санкт-Петербург ул Маршала Говорова 8 п1,Код: #3917 #7799 #7799 #3917,59.877008,30.263244
Санкт-Петербург ул Маршала Говорова 8 п2,Код: #3917,59.877008,30.263244
Санкт-Петербург ул Маршала Говорова 8 п3,Код: #7799,59.877008,30.263244
Санкт-Петербург ул Маршала Говорова 8 п8,Код: #7799,59.877008,30.263244
Санкт-Петербург ул Маршала Говорова 8 пБ,Код: #3917,59.877008,30.263244
Санкт-Петербург ул Маршала Говорова 8 пб,Код: #3917,59.877008,30.263244
Санкт-Петербург ул Маршала Говорова 8б,Код: #3917,59.888737,30.277025
Санкт-Петербург ул Маршала Говорова 8ер,Код: #3917,59.888737,30.277025
Санкт-Петербург ул Маршала Захарова 14к1 п2,Код: в100в7718в,59.85825,30.163601
Санкт-Петербург ул Маршала Захарова 16к3,Код: 9876в,59.858807,30.166816
Санкт-Петербург ул Маршала Захарова 18к1 п1,Код: в1в5456в,59.858559,30.174195
Санкт-Петербург ул Маршала Казакова 1 п3,Код: *1,59.860222,30.247659
Санкт-Петербург ул Маршала Казакова 10к1,Код: 20200в,59.857992,30.239522
Санкт-Петербург ул Маршала Казакова 35к8,Арка: 827 ,59.862124,30.208448
Санкт-Петербург ул Маршала Казакова 60к1с1,Арка: 60в1 ,59.862339,30.18764
Санкт-Петербург ул Маршала Казакова 68к1,Код: #9876,59.865119,30.17841
Санкт-Петербург ул Маршала Казакова 68к1 п1,Код: 9876в,59.865119,30.17841
Санкт-Петербург ул Маршала Казакова 68к1 п15,Код: 1117,59.865119,30.17841
Санкт-Петербург ул Маршала Казакова 68к1 п3,Код: 6803а,59.865119,30.17841
Санкт-Петербург ул Маршала Казакова 68к2стр1,Код: #219,59.860528,30.204813
Санкт-Петербург ул Маршала Казакова 70к1 п4,Код: #4554,59.866703,30.175025
Санкт-Петербург ул Маршала Казакова 70к1 п6,Код: #4554,59.866703,30.175025
Санкт-Петербург ул Маршала Казакова 70к1с1 п1,Код: #4554,59.866703,30.175025
Санкт-Петербург ул Маршала Казакова 70к1с1 п3,Код: #7877,59.866703,30.175025
Санкт-Петербург ул Маршала Казакова 70к1с1 п5,Код: #4554 #4554,59.866703,30.175025
Санкт-Петербург ул Маршала Казакова 72к1 п1,Код: #9630 #129,59.867428,30.171831
Санкт-Петербург ул Маршала Казакова 72к1 п2,Код: #1234,59.867428,30.171831
Санкт-Петербург ул Маршала Казакова 78к1,Код: 7212в,59.868228,30.166913
Санкт-Петербург ул Маршала Казакова 78к1 п8,Код: 7212,59.868228,30.166913
Санкт-Петербург ул Маршала Казакова 78к2,Код: 2022,59.868247,30.165258
Санкт-Петербург ул Маршала Казакова 82к1с1,Код: 3,59.869099,30.161467
Санкт-Петербург ул Маршала Новикова 13 п1,Код: 79141,60.015232,30.271764
Санкт-Петербург ул Маршала Новикова 15к1,Арка: 304 Код: в198,60.015765,30.271634
Санкт-Петербург ул Маршала Новикова 21 п3,Код: #423,60.019068,30.27318
Санкт-Петербург ул Маршала Тухачевского 11,Код: #4205,59.965582,30.433355
Санкт-Петербург ул Маршала Тухачевского 11 п6,Код: #4205,59.965582,30.433355
Санкт-Петербург ул Маршала Тухачевского 23 п6,Код: 15,59.968289,30.428189
Санкт-Петербург ул Маршала Тухачевского 23ки,Код: в111вв,59.96808,30.427732
Санкт-Петербург ул Маршала Тухачевского 23с1,Код: #8,59.968289,30.428189
Санкт-Петербург ул Маршала Тухачевского 23с1к1,Код: #8,59.96808,30.427732
Санкт-Петербург ул Маршала Тухачевского 25,Код: #4,59.96935,30.426814
Санкт-Петербург ул Маршала Тухачевского 25 п1,Код: 777в81,59.96935,30.426814
Санкт-Петербург ул Маршала Тухачевского 5к5 п5,Код: #423,59.962585,30.435582
Санкт-Петербург ул Матроса Железняка 11 п5,Код: *7468#,59.994313,30.306034
Санкт-Петербург ул Матроса Железняка 15 п2,Код: 66393,59.994527,30.307047
Санкт-Петербург ул Матроса Железняка 21,Код: #9876,59.995305,30.307924
Санкт-Петербург ул Матроса Железняка 21 п5,Код: #9876,59.995305,30.307924
Санкт-Петербург ул Матроса Железняка 33 п3,Код: 135,59.996303,30.309801
Санкт-Петербург ул Матроса Железняка 33 п4,Код: 30412в,59.996303,30.309801
Санкт-Петербург ул Матроса Железняка 45 п1,Код: 36588в,59.999215,30.314644
Санкт-Петербург ул Матроса Железняка 45 п3,Код: 60102,59.999215,30.314644
Санкт-Петербург ул Матроса Железняка 57,Код: #191,59.999746,30.314484
Санкт-Петербург ул Матроса Железняка 57 п4,Код: 51 #191,59.999746,30.314484
Санкт-Петербург ул Матроса Железняка 57 п9,Код: *2047# *2046#,59.999746,30.314484
Санкт-Петербург ул Матроса Железняка 57 п9 6,Код: *2046#,59.999746,30.314484
Санкт-Петербург ул Маяковского 1/96,Арка: 0196#11 ,59.798125,30.518092
Санкт-Петербург ул Маяковского 1/96 п1,Арка: 1743* ,59.798125,30.518092
Санкт-Петербург ул Маяковского 1/96 п9,Арка: 0196# ,59.798125,30.518092
Санкт-Петербург ул Маяковского 11 п3,Арка: *2020# ,59.797755,30.517812
Санкт-Петербург ул Маяковского 11 2030,Арка: 1720# Код: 1720#,59.797755,30.517812
Санкт-Петербург ул Маяковского 14,Код: 30,59.797847,30.519889
Санкт-Петербург ул Маяковского 14 п1,Код: в0142,59.797847,30.519889
Санкт-Петербург ул Маяковского 14 п2,Код: в0142 в1917,59.797847,30.519889
Санкт-Петербург ул Маяковского 17,Арка: *#423 ,59.938226,30.355508
Санкт-Петербург ул Маяковского 20,Код: *1820#,59.93688,30.354703
Санкт-Петербург ул Маяковского 22-24,Арка: 25#257 ,59.937434,30.354757
Санкт-Петербург ул Маяковского 22-24 п1,Код: 25в257,59.937434,30.354757
Санкт-Петербург ул Маяковского 22-24 п2,Код: 25в257,59.937434,30.354757
Санкт-Петербург ул Маяковского 22-24Ж п2,Код: 25в257,59.937434,30.354757
Санкт-Петербург ул Маяковского 22-24ки п4,Код: 2846*,59.937434,30.354757
Санкт-Петербург ул Маяковского 27,Код: *1162#,59.940459,30.356231
Санкт-Петербург ул Маяковского 27 п1,Арка: *1162#в Код: *37#,59.940459,30.356231
Санкт-Петербург ул Маяковского 36-38,Код: #013,59.798125,30.518092
Санкт-Петербург ул Маяковского 36-38 п2,Код: #013,59.798125,30.518092
Санкт-Петербург ул Маяковского 50,Арка: *5231# ,59.942816,30.355084
Санкт-Петербург ул Маяковского 56 п1,Код: 2302в,59.943543,30.355231
Санкт-Петербург ул Мгинская 1/2,Код: #6036,60.023139,30.400474
Санкт-Петербург ул Мебельная 19к2,Код: в01,59.996217,30.215514
Санкт-Петербург ул Мебельная 21к2,Код: #1984,59.996509,30.214812
Санкт-Петербург ул Мебельная 35к2,Код: 255,59.995776,30.200404
Санкт-Петербург ул Метростроевцев 5,Код: #1982,59.900266,30.284752
Санкт-Петербург ул Миллионная 13,Код: #1980,59.943941,30.324211
Санкт-Петербург ул Миллионная 17,Код: 1964,59.943878,30.323368
Санкт-Петербург ул Миллионная 29,Код: #0202#,59.942539,30.320086
Санкт-Петербург ул Миллионная 4/1,Код: 2488в,60.023139,30.400474
Санкт-Петербург ул Миллионная 9,Код: #1980,59.944398,30.32531
Санкт-Петербург ул Мира 11 п2,Код: 75830,59.815584,30.399558
Санкт-Петербург ул Мира 11к14 п4,Код: #4230,59.815584,30.399558
Санкт-Петербург ул Мира 3,Арка: 10611 ,59.958873,30.313583
Санкт-Петербург ул Мира 31 п3,Арка: 256 ,59.961542,30.326282
Санкт-Петербург ул Мира 35,Арка: #9906 ,59.961718,30.327071
Санкт-Петербург ул Михаила Дудина 23к1 п3,Код: 355,60.069918,30.329525
Санкт-Петербург ул Михайлова 12ер,Код: 98#4511,59.955382,30.361406
Санкт-Петербург ул Михайлова 8 п1,Код: 41,59.955426,30.361008
Санкт-Петербург ул Михайловская 1/7,Арка: 2337в Код: 5164в,60.023139,30.400474
Санкт-Петербург ул Мичуринская 14/3,Код: в48вв 359 100в,60.023139,30.400474
Санкт-Петербург ул Можайская 29,Код: 02016в 2992*,59.915087,30.328208
Санкт-Петербург ул Можайская 33,Код: 2580в,59.91476,30.328595
Санкт-Петербург ул Моисеенко 23 п2,Арка: 567 ,59.937407,30.383448
Санкт-Петербург ул Моисеенко 6 п1,Код: #1242,59.938006,30.37716
Санкт-Петербург ул Моисеенко 6ка,Код: #1242,59.937588,30.384618
Санкт-Петербург ул Моисеенко 6ки,Код: #1242,59.937588,30.384618
Санкт-Петербург ул Мончегорская 7,Код: *12#345,59.957381,30.295524
Санкт-Петербург ул Морской Пехоты 4 п8,Код: #4230,59.86196,30.250627
Санкт-Петербург ул Моховая 44 п4,Арка: 3951 Код: 2007в,59.938946,30.345411
Санкт-Петербург ул Моховая 7,Арка: 159 Код: 2007,59.944935,30.344761
Санкт-Петербург ул Моховая 9,Арка: 124 ,59.944701,30.344268
Санкт-Петербург ул Мытнинская 15,Арка: 2007в Код: 2007в,59.934048,30.378928
Санкт-Петербург ул Мытнинская 7,Код: 6996,59.933044,30.377199
Санкт-Петербург ул Мытнинская 9,Арка: 09852в ,59.933262,30.378148
Санкт-Петербург ул Мясная 19,Код: 02018,59.941133,30.355341
Санкт-Петербург ул Наличная 23,Код: #2688,59.936418,30.23493
Санкт-Петербург ул Наличная 40к2 п2,Код: 2013,59.950959,30.230532
Санкт-Петербург ул Народная 16,Код: 7273,67.604622,64.101559
Санкт-Петербург ул Народная 16 п1,Код: 77783,59.880994,30.464463
Санкт-Петербург ул Народная 16ер,Код: в100в7273,60.023139,30.400474
Санкт-Петербург ул Народная 78,Код: в41в1410,59.885262,30.481962
Санкт-Петербург ул Нахимова 1,Код: 0505в,59.87414,29.974264
Санкт-Петербург ул Нахимова 1 п1,Код: 02602в 02602,59.944027,30.234692
Санкт-Петербург ул Нахимова 1 п2,Код: 0505в,59.944027,30.234692
Санкт-Петербург ул Нахимова 1 п3,Код: 0505,59.944027,30.234692
Санкт-Петербург ул Нахимова 1 п4,Код: 947,59.944027,30.234692
Санкт-Петербург ул Нахимова 10,Код: #1309,59.943105,30.234247
Санкт-Петербург ул Нахимова 14/41 п7,Код: #2988 #2988,59.941448,30.226039
Санкт-Петербург ул Нахимова 2 п4,Код: #2688,59.943712,30.236122
Санкт-Петербург ул Нахимова 2/30,Код: 2846*,59.941448,30.226039
Санкт-Петербург ул Нахимова 2/30 п3,Код: 1937*,59.941448,30.226039
Санкт-Петербург ул Нахимова 2/30 п4,Код: #2688 #2688,59.941448,30.226039
Санкт-Петербург ул Нахимова 2/30 п5,Код: 1937*,59.941448,30.226039
Санкт-Петербург ул Нахимова 8к3,Код: 19,59.942728,30.235528
Санкт-Петербург ул Нахимова 8к3 п1,Код: 20,59.942728,30.235528
Санкт-Петербург ул Нахимова 8к3 п2,Код: 12#345,59.942728,30.235528
Санкт-Петербург ул Нахимова 8к3 п3,Код: 12#345,59.942728,30.235528
Санкт-Петербург ул Невзоровой 9к2,Код: 5,59.888046,30.412258
Санкт-Петербург ул Невзоровой 9к2с1 п5,Код: 5,59.888046,30.412258
Санкт-Петербург ул Невзоровой 9с1к1,Код: 5,59.889887,30.415964
Санкт-Петербург ул Некрасова 21 п2,Код: 8300в,59.938409,30.358083
Санкт-Петербург ул Некрасова 23,Код: в1,59.938612,30.358684
Санкт-Петербург ул Некрасова 29,Арка: #1937* ,59.938504,30.360829
Санкт-Петербург ул Некрасова 30к1,Арка: *#8426 ,59.938948,30.358175
Санкт-Петербург ул Некрасова 36,Арка: #1234 ,59.93902,30.359225
Санкт-Петербург ул Некрасова 36 п1,Код: #1234 #3612 #1234,59.93902,30.359225
Санкт-Петербург ул Некрасова 36ки,Код: #1234,59.816738,30.57522
Санкт-Петербург ул Некрасова 37/20,Код: 280,59.816738,30.57522
Санкт-Петербург ул Некрасова 37/20 п2,Код: 379,59.816738,30.57522
Санкт-Петербург ул Некрасова 44 п1,Арка: #5432 Код: #4321,59.93899,30.363152
Санкт-Петербург ул Некрасова 45,Код: #1950,59.937915,30.366955
Санкт-Петербург ул Некрасова 45 п1,Код: #1950,59.937915,30.366955
Санкт-Петербург ул Некрасова 45 п2,Код: в2204в1950 #1950,59.937915,30.366955
Санкт-Петербург ул Некрасова 48 п1,Код: 2525,59.938834,30.36444
Санкт-Петербург ул Некрасова 48 п2,Код: 2525,59.938834,30.36444
Санкт-Петербург ул Некрасова 58,Код: 53,59.938936,30.366996
Санкт-Петербург ул Некрасова 58 п1,Код: #1234,59.938936,30.366996
Санкт-Петербург ул Некрасова 58 п3,Код: 53,59.938936,30.366996
Санкт-Петербург ул Некрасова 60,Код: #1215,59.938667,30.368924
Санкт-Петербург ул Некрасова 60 п1,Код: #2106,59.938667,30.368924
Санкт-Петербург ул Некрасова 60 п12,Код: 6013в,59.938667,30.368924
Санкт-Петербург ул Некрасова 60 п2,Код: #2106 #1215,59.938667,30.368924
Санкт-Петербург ул Некрасова 60 п3,Код: 22в,59.938667,30.368924
Санкт-Петербург ул Некрасова 60 п4,Код: #1703,59.938667,30.368924
Санкт-Петербург ул Некрасова 60 п7,Код: 09876в,59.938667,30.368924
Санкт-Петербург ул Николая Рубцова 13,Код: #1331,60.077567,30.336184
Санкт-Петербург ул Николая Рубцова 13 п1,Код: #1331 #1331 #1331,60.077567,30.336184
Санкт-Петербург ул Николая Рубцова 3,Код: в1111в,60.07547,30.346434
Санкт-Петербург ул Николая Рубцова 3 п1,Код: *12345*,60.07547,30.346434
Санкт-Петербург ул Николая Рубцова 3с1к1,Код: в1111в,60.076361,30.340082
Санкт-Петербург ул Николая Рубцова 5с1к1,Код: #2,60.076361,30.340082
Санкт-Петербург ул Николая Соколова 34 п1,Код: #2805,60.053809,30.006153
Санкт-Петербург ул Новгородская 25ер,Код: #6969,60.023139,30.400474
Санкт-Петербург ул Новгородская 25ерки,Код: #6969,60.023139,30.400474
Санкт-Петербург ул Ново-Александровская 27,Код: #3558,59.865275,30.456064
Санкт-Петербург ул Ново-Александровская 30,Код: #2650,59.865138,30.458837
Санкт-Петербург ул Новолитовская 10с1к1,Код: #6,60.023139,30.400474
Санкт-Петербург ул Новолитовская 12,Код: в1208в,59.982402,30.357922
Санкт-Петербург ул Новолитовская 12с1,Код: в1208,59.982402,30.357922
Санкт-Петербург ул Новолитовская 12с1к1,Код: #1021#,60.023139,30.400474
Санкт-Петербург ул Новолитовская 12с1к1 п33,Арка: 2033 ,60.023139,30.400474
Санкт-Петербург ул Новолитовская 14аов,Код: #4,60.023139,30.400474
Санкт-Петербург ул Новолитовская 14с1к1,Код: в1208в,60.023139,30.400474
Санкт-Петербург ул Новолитовская 4,Арка: 537 ,59.980436,30.350431
Санкт-Петербург ул Новоорловская 5,Арка: 5000 ,60.044393,30.298078
Санкт-Петербург ул Новоселов 41 п2,Код: в1234,59.884544,30.469734
Санкт-Петербург ул Новосибирская  п3,Код: 3580,60.023139,30.400474
Санкт-Петербург ул Новосибирская 4,Код: 33356в,48.677524,44.452184
Санкт-Петербург ул Новостроек 21/16 п6,Код: 1950,59.874715,30.26787
Санкт-Петербург ул Новостроек 28 п2,Код: 0028,59.874165,30.273186
Санкт-Петербург ул Новостроек 28 п4,Код: 0028 0028,59.874165,30.273186
Санкт-Петербург ул Новые Места 34ки,Код: 138,59.727543,30.332133
Санкт-Петербург ул Оборонная 3,Код: #4523,43.344503,45.682944
Санкт-Петербург ул Обручевых 8 п2,Код: 98220 98220,60.014991,30.37964
Санкт-Петербург ул Обручевых 8 п3,Код: 98220в,60.014991,30.37964
Санкт-Петербург ул Обручевых 8 п5,Код: 98220,60.014991,30.37964
Санкт-Петербург ул Окраинная 9ер,Код: 465вв,60.023139,30.400474
Санкт-Петербург ул Окуловская 7к2,Код: в1930,59.809155,30.370732
Санкт-Петербург ул Олеко Дундича 10к1 п12,Код: #765,59.830045,30.392762
Санкт-Петербург ул Олеко Дундича 10к1 п3,Код: #765,59.830045,30.392762
Санкт-Петербург ул Олеко Дундича 10к1 п7,Код: #765,59.830045,30.392762
Санкт-Петербург ул Олеко Дундича 11 п7,Код: #2017,59.827235,30.394933
Санкт-Петербург ул Олеко Дундича 19к1 п12,Код: в1234567,59.828209,30.401399
Санкт-Петербург ул Олеко Дундича 19к1 п14,Код: 20200,59.828209,30.401399
Санкт-Петербург ул Олеко Дундича 28 п10,Код: 77708в,59.831733,30.41382
Санкт-Петербург ул Олеко Дундича 28 п11,Код: в1135,59.831733,30.41382
Санкт-Петербург ул Олеко Дундича 28 п9,Код: 3509,59.831733,30.41382
Санкт-Петербург ул Олеко Дундича 35к1,Код: в1430,59.833547,30.422396
Санкт-Петербург ул Олеко Дундича 35к1 п6,Код: #4578,59.833547,30.422396
Санкт-Петербург ул Олеко Дундича 36к3,Код: #200#,59.834785,30.421322
Санкт-Петербург ул Ольги Берггольц 24,Код: в2222,59.892371,30.418476
Санкт-Петербург ул Ольги Берггольц 24 п2,Код: в2222,59.892371,30.418476
Санкт-Петербург ул Ольги Берггольц 29к3 п2,Код: 67#890,59.891544,30.410899
Санкт-Петербург ул Ольги Берггольц 31 п2,Код: 3683 368,59.890765,30.409986
Санкт-Петербург ул Ольги Форш 13,Код: #6,60.040053,30.391416
Санкт-Петербург ул Ольминского 1/81,Код: #3804,59.897554,30.419754
Санкт-Петербург ул Ольминского 12,Код: 28080в,59.89879,30.423022
Санкт-Петербург ул Ольминского 12 п1,Код: #3003 #3003,59.89879,30.423022
Санкт-Петербург ул Ольминского 14 п4,Код: *250,59.898157,30.421699
Санкт-Петербург ул Ольминского 5,Код: 1200,59.900147,30.424789
Санкт-Петербург ул Ольминского 5ку,Код: в137вв,59.897554,30.419754
Санкт-Петербург ул Опочинина 16ке,Код: 1917# 1945#,60.023139,30.400474
Санкт-Петербург ул Оптиков 37 п5,Код: #4230 543в543 534в534 543#543,60.00148,30.212054
Санкт-Петербург ул Оптиков 4,Арка: 200 Код: 300,59.991871,30.252733
Санкт-Петербург ул Оптиков 50к2,Код: #4321,60.000503,30.204513
Санкт-Петербург ул Оптиков 50к2 п6,Код: #1510,60.000503,30.204513
Санкт-Петербург ул Оптиков 52к2Д п8,Код: 52в2,59.998695,30.227969
Санкт-Петербург ул Орбели 17,Код: 00,60.002256,30.342114
Санкт-Петербург ул Орбели 25к5,Код: #2485,60.005074,30.346763
Санкт-Петербург ул Орбели 25к5 п1,Код: #2485,60.005074,30.346763
Санкт-Петербург ул Орбели 29,Код: #179,60.006253,30.341148
Санкт-Петербург ул Орбели 29 п1,Код: #179 #179,60.006253,30.341148
Санкт-Петербург ул Орджоникидзе 11 п1,Код: в21в4633,59.84426,30.325019
Санкт-Петербург ул Орджоникидзе 11 п2,Код: в21в4633,59.84426,30.325019
Санкт-Петербург ул Орджоникидзе 11/39,Код: в21в4633,59.843049,30.344879
Санкт-Петербург ул Орджоникидзе 3,Код: #423,59.84366,30.327352
Санкт-Петербург ул Орджоникидзе 30 п4,Код: 20200,59.845946,30.332534
Санкт-Петербург ул Орджоникидзе 37к1 п5,Код: 055555в,59.841018,30.345126
Санкт-Петербург ул Орджоникидзе 4 п2,Код: в21в4633 в21в4633,59.844688,30.325151
Санкт-Петербург ул Орджоникидзе 52 п3,Код: 340,59.844313,30.360647
Санкт-Петербург ул Ординарная 18,Код: *#4230,59.96694,30.304715
Санкт-Петербург ул Осипенко 4к1,Код: 4в1,59.946438,30.483328
Санкт-Петербург ул Осипенко 5к1,Код: #6,59.94789,30.483103
Санкт-Петербург ул Отважных 4,Код: *011213#,59.835057,30.170943
Санкт-Петербург ул Парашютная 38к1с1,Код: 3,60.028256,30.2516
Санкт-Петербург ул Парашютная 61к1,Код: 61в1,60.035015,30.250212
Санкт-Петербург ул Партизана Германа 10к4 п1,Код: 1,59.83676,30.179596
Санкт-Петербург ул Партизана Германа 11,Код: *#4230,59.839944,30.174403
Санкт-Петербург ул Партизана Германа 11 п7,Код: *#4230 67в890,59.839944,30.174403
Санкт-Петербург ул Партизана Германа 12 п2,Код: 60в6866 67в2079,59.836313,30.17672
Санкт-Петербург ул Партизана Германа 15к1 п3,Код: 1234в,59.838244,30.171973
Санкт-Петербург ул Партизана Германа 2,Арка: 558 ,59.843988,30.179138
Санкт-Петербург ул Партизана Германа 22к2 п6,Код: 09876в,59.829586,30.179551
Санкт-Петербург ул Партизана Германа 28к2 п4,Код: в200в7273,59.827217,30.179382
Санкт-Петербург ул Партизана Германа 33 п3,Код: 12в345,59.8307,30.171992
Санкт-Петербург ул Партизана Германа 6 п3,Код: в200в7273 в200в7273,59.84005,30.176637
Санкт-Петербург ул Партизана Германа 8к2 п4,Код: 4,59.838297,30.177498
Санкт-Петербург ул Партизана Германа 9к2 п5,Код: #496,59.841339,30.171796
Санкт-Петербург ул Парфеновская 14к1с1,Код: в7894,59.899675,30.312754
Санкт-Петербург ул Парфеновская 14к2с1,Код: в7894,59.899675,30.312754
Санкт-Петербург ул Парфеновская 7к1с1,Код: #4343,59.902345,30.307699
Санкт-Петербург ул Парфеновская 9к1с1,Код: #4230,59.90052,30.307642
Санкт-Петербург ул Пасторова 8 п1,Код: 12в345 12#345,59.920018,30.291064
Санкт-Петербург ул Пейзажная 18к1с1,Код: в5555в,60.015648,30.480832
Санкт-Петербург ул Пейзажная 4к3с1,Код: в72в,60.014688,30.481426
Санкт-Петербург ул Передовиков 33к1 п4,Код: в33в1,59.93234,30.465826
Санкт-Петербург ул Пестеля 11,Код: 6,59.942171,30.342368
Санкт-Петербург ул Пестеля 13-15,Код: *5в,59.942087,30.343101
Санкт-Петербург ул Пестеля 13-15 п14,Арка: #3790 Код: #3790,59.942087,30.343101
Санкт-Петербург ул Пестеля 14,Код: 20200,59.943186,30.348149
Санкт-Петербург ул Пестеля 14 п1,Код: #4230,59.943186,30.348149
Санкт-Петербург ул Пестеля 17/25 п1,Арка: 2995в ,59.942724,30.345584
Санкт-Петербург ул Пестеля 19,Арка: 02007в Код: 5578,59.942724,30.345584
Санкт-Петербург ул Пестеля 19 п1,Арка: 02007в Код: 5578,59.942465,30.345633
Санкт-Петербург ул Пестеля 5 п1,Код: *6037#,59.942004,30.340253
Санкт-Петербург ул Пестеля 7,Арка: 7105в ,59.941975,30.34113
Санкт-Петербург ул Пестеля 7 п1,Код: 12345в,59.941975,30.34113
Санкт-Петербург ул Пестеля 7 п16,Арка: 7105 ,59.941975,30.34113
Санкт-Петербург ул Пестеля 9,Арка: 7105в 7105 ,59.942151,30.341913
Санкт-Петербург ул Петра Смородина 12,Код: 2017,59.957996,30.444467
Санкт-Петербург ул Петра Смородина 12 п1,Код: 2017в,59.957996,30.444467
